dropoff_zip,count,avg_trip_time,avg_trip_distance,avg_total_amount,avg_tip_amount
00083,1710997,5236.11887513537,19.7802299879244,14.5336916395453,2.26831117947218
10001,8596602,1580.23021433352,8.884241791022,14.349068442964,2.26310953845236
10002,2491173,933.351065140799,15.9854580235601,16.0795348496007,2.41570378291665
10003,6358973,753.716735391077,5.43833866123848,13.5966502623291,2.10505439617714
10004,794725,1095.07578973859,20.070040064468,22.0663215959304,3.35295975801292
10005,663664,1098.5082888329,5.78679948007095,21.373277602393,3.21054405153035
10006,394735,1170.71858335339,25.548224581723,21.8026694078868,3.36291235260378
10007,1306621,989.495562982686,6.98190673655604,17.8940743866968,2.72468428761141
10009,2595517,801.755667945924,9.07142986568958,14.75444226894,2.24611033185227
10010,4010813,746.870451202786,11.5591394490754,13.4595376489759,2.07876902532049
10011,6235475,1970.86736952678,2.11910516465929,13.4897622411415,2.09423572430066
10012,3549120,3018.02034025336,13.8773984343307,14.2893428027234,2.1937789932487
10013,3298431,939.988681285132,18.2772007323148,16.0549366639881,2.47135842211602
10014,4174639,813.891557329867,5.46745669677819,14.0141242431887,2.17897155749144
10016,6982130,801.768679185292,16.1152902267294,14.1699343131063,2.17718091053177
10017,6460866,850.914806931455,6.31942558292505,15.2045347320156,2.38871639270051
10018,3881272,1001.97504967444,7.41155507475926,15.7674850727569,2.4520566771996
10019,9123699,925.741636149987,8.29148772201426,15.9849063109447,2.4980044876474
10020,474007,869.75837487632,8.88320925591311,14.6485059886995,2.32305192038384
10021,4642225,718.64704920593,6.51695296404676,13.7226461034619,2.10897849712915
10022,7485564,2846.12135010802,4.38918825405334,15.0475959048374,2.33182066211988
10023,4952959,715.980922717107,6.88161097623242,14.1811148279574,2.20818355021588
10024,3873746,748.198855578037,7.49618023004294,14.5911369903351,2.27276773347084
10025,3350483,790.6714861708,9.17294459394467,16.0411150979844,2.445669784054
10026,631628,901.982977322095,3.33197298064689,18.5165313966659,2.71919955466437
10027,1062927,939.571246190943,8.89675246158173,19.1321043530354,2.80285314834904
10028,4071578,710.953942672841,10.519156154569,14.0602224225886,2.15915090213238
10029,1837874,756.364279596969,13.009436447945,15.3966369164265,2.2377522873656
10030,207343,1116.55020425093,4.69655889163396,23.1895855712871,3.19689548400105
10031,484591,1144.04257611058,36.8959742159705,23.9019377598928,3.44992998260992
10032,405497,1291.53043795638,18.793528560512,27.8065863838176,4.01093899406628
10033,264563,1360.31464339307,33.4351986127125,31.6936724946339,4.65469872867477
10034,127097,1453.6774904207,9.08822002188719,35.6499384788183,5.19812742032608
10035,747545,831.41759760282,3.17923322244549,17.1981854379154,2.50898454891792
10036,6057867,997.555367095382,12.4586185636585,16.7924704112029,2.61597874912433
10037,163117,1080.80041320034,4.61898643359943,22.8601284444539,3.11142044630115
10038,943736,1024.05711660888,31.5464070354099,19.7554689750056,2.97589790928402
10039,105108,1218.1327967424,5.44128011279182,25.8104790732472,3.45436024417114
10040,141058,1443.0849012463,29.8144244206914,33.700916056311,4.85177013756346
10044,73366,1343.55206771529,5.50588774135411,25.6540477899562,4.03605357720717
10048,70375,1157.07487033748,4.7768214579182,23.4271158095505,3.54332021305196
10055,12602,895.747103634344,2.185233296633,15.5705491918465,2.41980976068486
10065,4471899,783.997654687639,5.28192805204977,13.9770234708278,2.14621219645756
10069,432554,804.776291515048,2.3346477195015,14.68963228967,2.21156233323034
10075,2062821,708.252801382185,9.18852427602856,14.0479192888434,2.15928484224974
10103,28983,882.699340992996,1.83215574553574,14.4172959493564,2.23452788019294
10104,41895,948.94806062776,2.17250578718982,15.9049812653719,2.51171601375681
10107,10583,843.928470188037,1.8645951045723,14.5205896939258,2.273179448885
10111,85267,914.330010437801,48.8375041921377,15.1690560271008,2.36684575029417
10112,11777,1004.74781353486,3.26387280358624,20.9873849065298,3.34466262293814
10115,7381,1000.01409023168,3.35310391502629,18.9393023561117,3.0119829165757
10128,3607066,747.20800562008,11.7933685639677,15.0890667894198,2.31413379215209
10151,8444,874.68960208432,1.75304594912559,14.0733425172015,2.15956761267695
10152,39259,879.36707506559,2.17559081974346,15.5155093471688,2.42303778454694
10153,45630,836.674687705457,1.68205391122932,13.5798844142647,2.11329480504778
10154,61780,928.74828423438,2.23739219727552,15.9514238361328,2.50061317475294
10155,11062,832.604953896221,1.74177815960163,13.6855011060793,2.11704747391676
10280,522845,1131.19593378535,14.122718473189,22.0489011939925,3.33296513680019
10281,250367,1123.90339781201,4.05735348514611,20.4556664313445,3.11315117594775
10282,429209,1041.8819922229,3.86914976158328,19.8356819579197,3.02043781967461
10285,7772,1199.76518270715,3.81774704058272,20.0174451012865,3.09668508413799
10301,4500,2661.07688888889,18.8362311058967,78.836095401231,11.8323396678116
10302,477,2737.78616352201,20.8679035285671,80.3625511004601,10.6596707798495
10303,1053,2462.05033238367,20.4788984015888,80.0789056581445,10.2149843785359
10304,3557,2487.54259207197,17.8269946481158,74.7374189335813,11.0666568792013
10305,5820,2297.53608247423,16.4539123617798,72.4174614100785,10.970142165577
10306,3181,2902.85224772084,19.8054919870882,83.8572436271588,12.7882066947883
10307,339,3539.47197640118,30.989527941893,120.739159545979,18.5275209932158
10308,965,3240.82383419689,23.207803087612,94.3620593191381,14.6669435450417
10309,993,3347.95971802618,28.702396754967,110.79217930447,17.023033534347
10310,1783,2574.55916993831,18.6918508134745,78.6798936937386,12.3806448675027
10312,2075,3311.47662650602,26.1709397422298,103.429640174169,15.2342918656383
10314,6505,2665.96341275942,20.5951913954511,85.4252346349227,13.3444982162069
10451,99912,1259.99013131556,24.2806475557683,25.6219656802529,3.37498392378524
10452,60517,1460.21349372903,9.60518571446138,29.8524802508266,3.65019865294273
10453,34494,1557.66695657216,8.73415231508949,33.1707123541712,3.76500196151368
10454,71525,1096.73974134918,5.07572373394268,23.6020559946355,3.02814177082734
10455,40793,1328.73149805114,202.301461527203,27.4834274609302,3.19298608687109
10456,48144,1574.59679295447,7.92461364573916,29.7128770388194,3.2176874017787
10457,33780,1645.17537004144,207.363609533337,34.1127388752887,3.72715095532321
10458,35561,1925.01875650291,11.27349990461,43.6088972959967,5.56713349896627
10459,21546,1604.16211825861,8.34600250747919,33.3669896359847,3.62410336120835
10460,20515,1767.0091152815,10.0571367300922,38.1314610906418,4.16196248426936
10461,33143,1914.51992879341,12.5221561132,46.7614724678924,6.40009403673946
10462,42978,1838.68195355763,11.3928763574406,42.1103455751336,5.19652967731793
10463,88582,1696.61581359644,11.4734923509485,43.2633256597633,6.2913916242426
10464,2572,1632.55870917574,15.9892224049301,59.2048709770453,9.38308634322986
10465,17636,1780.93983896575,12.6064141599993,47.3919324358741,6.85614794072876
10466,12636,2147.10319721431,14.8531948435517,50.667811473059,5.47620755613123
10467,35804,1913.81605407217,105.658221986315,46.8905032910101,5.70051276229735
10468,38194,1735.72603026653,10.3273775989473,38.6931599104416,4.61071348041839
10469,16259,1950.30247862722,13.7444258537272,48.4958380230812,5.79361506233834
10470,14336,1954.80196707589,14.0081703378172,50.4119350108175,7.3550727668758
10471,41205,1817.77364397525,12.5133753209809,47.8865831113458,7.34119221427738
10472,27668,1557.42037733121,9.68528625181172,36.714185898065,3.995861815467
10473,21656,1845.26186738086,10.2203504838795,38.4762856216603,4.42650360684906
10474,9147,1530.41860719362,7.62204329638503,32.5747011156346,3.96558360779915
10475,10466,1990.255589528,14.8609994386316,51.8587897150794,6.01712740009018
11001,1436,1805.66643454039,13.5142897011655,55.5419494909696,7.40015915597218
11004,3479,1695.54297211842,12.6882236269127,51.359065962225,7.36338747128533
11005,1854,1899.92934196332,13.8251564252274,53.747659365734,7.7157697052682
11040,628,1645.99522292994,12.965923583746,54.5299698929288,7.56647760725733
11096,14,1222.92857142857,6.23714291623661,25.7733332316081,2.80666661262512
11101,831961,1116.02854701122,244.917825877507,22.1094267428615,3.42976540870096
11102,305878,1309.32364864423,51.3149572732632,24.46039078083,3.81673205413372
11103,375551,1226.8073337576,4.54605053364507,24.674301265154,3.85916544971451
11104,203552,1192.82052252004,48.9232124473903,23.5383783178674,3.6992556315156
11105,262314,1293.19965766219,31.2115413982966,26.8529853334932,4.26424877848593
11106,384766,1140.66403736297,4.61505022286095,22.0827068832529,3.45972002345555
11109,14283,1181.10628019324,4.69873416271153,24.7853748892924,3.87462216399655
11201,1159848,1261.16384302081,17.7597905176474,24.5645564919727,3.86585663017819
11203,46226,1964.2743694025,8.42136092445589,35.1238101048833,4.41697116634964
11204,25067,2160.53747955479,12.3716691248435,47.6500453803907,6.71769328461815
11205,342424,1274.52023806743,28.3307193717611,23.9257107777037,3.70284432646853
11206,438280,1287.38228757872,23.7491128280833,37.6828353241251,17.7952795496794
11207,65505,1801.47390275551,7.6268129177089,32.4972869412266,4.43877446660874
11208,28859,1793.60823313351,8.86963512344996,37.7919434119146,4.47685363549459
11209,114238,1953.38369894431,232.469540096951,46.5669918338439,7.22121276676839
11210,38766,2178.61262446474,225.994258632356,43.4340431527001,5.78491863593143
11211,1371065,1221.46366073089,19.9953529443994,22.7815698987009,3.51961791143092
11212,30378,1970.30969780762,491.093773786365,35.3302458987226,3.9080392655101
11213,103469,1756.1112603775,7.14127951469387,31.0773841298887,4.3457075398665
11214,30170,2182.52502485913,15.9942582584367,53.097370049467,7.48060138493021
11215,523338,1627.44085466754,73.8999592927551,31.9873647492704,5.15582899734858
11216,288966,1455.62906016625,31.2808028286443,27.1831623849329,4.25074292370839
11217,447625,1385.63438815973,5.42279555535808,26.4301693958369,4.20667649717135
11218,121997,1680.38900136889,9.27616408776176,38.5224949719337,5.98243728513625
11219,30809,2125.89019442371,11.59312473901,44.0648344862686,6.14486486240381
11220,65859,1781.54729042348,9.96244036686486,40.254451960048,6.26902792931718
11221,274155,1522.15225328737,5.61022848440038,26.8560997455128,4.10441119129062
11222,546517,1169.19910451093,48.9569958902297,23.5141008192566,3.78374494303058
11223,29127,2220.36172623339,13.8048611248595,51.9459350549718,7.09983883345084
11224,12811,2299.04059011787,16.0226446076407,57.8704345247579,7.75834877132811
11225,144822,1688.25622488296,7.14212854545346,30.8512862693515,4.69358655688169
11226,142418,1810.69613391566,8.48289015660795,35.7584187479628,5.28807268123846
11228,25645,1981.0485864691,12.4041657275696,47.3695497269922,7.17298441568424
11229,29670,2274.09116953151,13.8243158045059,51.7579355988653,7.28383509035387
11230,54953,2068.62877367933,11.3128255085294,45.4981025313986,6.57423282508176
11231,317651,1397.00800564141,12.1378643555192,28.425080584097,4.55080349152042
11232,81324,1599.62837538734,8.08719935102252,34.2388824966049,5.28351982707066
11233,94643,1724.70764874317,6.76541772826144,30.2779269996011,4.26304708057692
11234,34108,2295.21701653571,12.9272147323092,49.5032712141834,6.53498415838164
11235,33830,2228.19837422406,207.800449604449,57.8866714709233,7.77806376537191
11236,30078,2019.15712480883,10.5622002792931,41.4753501149131,4.87038308230753
11237,183308,1523.96035088485,5.8241418274836,27.2720466199351,4.23713318385716
11238,415579,1510.03028545716,45.8832415379304,27.7493135957781,4.41504131784
11239,5359,1781.813584624,9.96035454940571,39.6525848792168,4.54643787835764
11251,11869,1275.58218889544,4.49244081435276,23.4362547098581,3.63142355309236
11354,61163,1613.72326406488,8.63690858875579,38.1797417055773,5.43379685432294
11355,35384,1655.94565340267,9.15393482886294,40.0617641214835,5.58031899322328
11356,11560,1780.46038062284,10.265675609671,41.6231960231648,5.69944955848907
11357,19985,1633.08121090818,361.289442081563,44.0966524138113,6.65636789034648
11358,16188,1841.66388682975,11.4698838691422,46.7572066351309,7.14077518940899
11359,189,1482.56084656085,11.6151852273436,44.1895325473536,5.52093459110463
11360,10463,1816.75437255089,13.3029236392342,51.234958667736,7.97926112487417
11361,14637,1880.64603402337,13.4151984672318,50.6039945969687,7.72109252903723
11362,6302,1761.9538241828,13.4025039708003,51.4292164525849,7.8047291087321
11363,3965,1978.1185372005,14.5323909138859,56.0467473475851,9.23718749074262
11364,12093,1802.23749276441,12.702173987806,49.1662460841061,7.48046920674074
11365,26718,1678.96373231529,10.0615940588507,40.2302192223834,5.6499551931752
11366,9468,1714.42469370511,10.3471028708586,42.7342138132445,6.03106207353638
11367,36512,1508.20585013146,8.68685692285858,37.6804283325089,5.32230611111881
11368,111682,1474.25772282015,7.03140667417939,34.4578942522311,4.74959778239572
11369,91878,1335.54964191645,6.57055943825417,34.0303614936674,5.17984420000956
11370,63892,1189.25651098729,76.7685452015999,28.169736639816,4.0798186237737
11371,1786741,1781.20475155605,36.3827113633306,44.4069913525763,7.21645298562399
11372,190763,1335.65777954844,7.87093440614025,27.7823299066344,4.08649716085076
11373,169750,1386.40017673049,5.88382898616086,28.8791734318438,3.97868578837107
11374,82378,1534.44491247663,7.70260628293548,34.3783010177473,5.02027391675616
11375,164303,1619.43862863125,50.2228598402971,37.1556040158952,5.65296210579794
11377,366909,1146.59597066303,29.1166788093257,24.2909611288619,3.64068903013409
11378,73729,1345.32723894261,6.15545606198789,28.8149365950325,4.27204934644958
11379,41931,1569.72888793494,7.66657199086234,34.0856302443008,5.26109201031498
11385,120965,1657.38006861489,9.71572273072484,31.4905627166725,4.77189025120147
11411,6341,1534.23245544867,9.89642643427632,42.370217909984,5.29605722777856
11412,9650,1676.48829015544,9.33433160897344,40.1005714736182,4.64631223177117
11413,17380,1352.28555811277,8.27703452349037,39.2795096126969,5.07353980176587
11414,13537,1788.60028071212,10.3693669504469,46.9373952920041,7.11148055137695
11415,28311,1647.0267034015,121.197535232248,39.3375098083282,6.00054917357412
11416,9962,1788.70487853845,9.00080405661802,39.570005088893,5.04205889985853
11417,14321,1709.23350324698,9.12034006375437,42.7837503996425,5.93323321762792
11418,24642,1649.37850012174,10.7800292195134,40.4910454427171,5.65596565427441
11419,18791,1686.07924006173,434.179785536169,42.2777162901927,5.49328826889526
11420,36371,1524.88754777158,8.72287784498313,46.0230668634126,6.82873101773516
11421,20639,1736.1885265759,9.76173312676526,39.1087946915469,5.07437641606489
11422,13209,1273.63365886895,8.73122340644613,40.0791482758243,5.24619127040688
11423,12079,1712.02036592433,10.5873102112815,43.1957067208105,5.75223381849121
11426,6783,1705.6660769571,12.1046233243689,51.2849719427391,7.08412377981946
11427,8134,1716.93496434718,12.0485480742573,47.1641282663236,6.10270697330703
11428,4669,1714.0385521525,11.8363953735077,47.4346461405792,6.03079684862739
11429,7287,1657.10745162618,11.27801152547,45.1776246117132,5.28087249016952
11430,1273753,2546.53120110414,3.70178396652566,65.6654732477436,10.1148929945489
11432,46701,1652.77188925291,9.58653733745822,41.8233441164913,5.67917086917105
11433,11904,1649.80519153226,8.92643397133525,39.7382754083265,4.7989799475442
11434,43726,1258.74610071811,7.16784476286019,35.0411428455555,4.4697771078482
11435,57797,1511.88151634168,8.58249649858986,40.9106092500932,5.82839706735405
11436,40357,1250.2275441683,7.11135713814866,38.5987383518175,5.81264238977572
11691,7276,1850.11833424959,11.617219633176,50.0116537405217,6.63705741403076
11692,2027,2565.2116428219,14.9088949311661,71.672208661595,9.11400603456423
11693,2532,2394.59992101106,15.4891232289322,63.375658403881,9.06922222517638
11694,4781,2522.6885588789,17.5479376771801,69.9689949593436,10.93638980438
11697,1212,2641.38366336634,19.7781683029515,73.7771973237509,11.017059718474
